core-ref-index-at-wl-1.55um,clad-ref-index,"no-of-
rings",diaBYpitch,"pitch
(um)","wl
(um)",neff,"Aeff
(um^2)","dispersion
(ps/km.nm)","conf-loss
(dB/cm)","conf-loss-in-log10
(dB/cm)"
1.444,1,5,0.8,0.8,0.988439,1.35399,0.774529,77.2179,2.40E-07,-6.620143577
1.444,1,5,0.8,0.8,0.919355,1.3664,0.729851,145.501,1.39E-08,-7.858305711
1.444,1,5,0.8,0.8,0.859296,1.37701,0.695086,193.302,8.80E-10,-9.055466005
1.444,1,5,0.8,0.8,0.806604,1.38613,0.667195,226.82,6.14E-11,-10.21181182
1.444,1,5,0.8,0.8,0.76,1.394,0.644276,250.318,4.70E-12,-11.32745699
1.444,1,5,0.8,0.8,0.718487,1.40084,0.625077,266.716,3.95E-13,-12.40285461
1.444,1,5,0.8,0.8,0.681275,1.4068,0.608741,278.012,3.64E-14,-13.43884612
1.444,1,5,0.8,0.8,0.647727,1.41204,0.59466,285.603,3.66E-15,-14.43655214
1.444,1,5,0.8,0.8,0.617329,1.41666,0.582388,290.456,4.01E-16,-15.39717415
1.444,1,5,0.8,0.8,0.589655,1.42075,0.571591,293.274,4.77E-17,-16.32122312
1.444,1,5,0.8,0.8,0.564356,1.42439,0.562015,294.563,6.17E-18,-17.20968105
1.444,1,5,0.8,0.8,0.541139,1.42764,0.55346,294.691,8.47E-19,-18.07193307
1.444,1,5,0.8,0.8,0.519757,1.43056,0.545769,293.933,1.55E-19,-18.81045074
1.444,1,5,0.8,0.8,0.5,1.43319,0.538816,292.504,1.27E-20,-19.89468061
1.444,1,5,0.8,1,1.8,1.2757,2.04869,-505.529,0.0690403,-1.16089733
1.444,1,5,0.8,1,1.58333,1.30419,1.61516,-262.087,0.00136042,-2.866326992
1.444,1,5,0.8,1,1.41322,1.3283,1.3864,-83.1932,2.79E-05,-4.554416033
1.444,1,5,0.8,1,1.27612,1.34817,1.24634,35.1958,6.46E-07,-6.189901959
1.444,1,5,0.8,1,1.16327,1.36445,1.15163,111.139,1.74E-08,-7.760040195
1.444,1,5,0.8,1,1.06875,1.37784,1.08305,159.627,5.47E-10,-9.262038875
1.444,1,5,0.8,1,0.988439,1.38891,1.0309,190.644,2.01E-11,-10.69708708
1.444,1,5,0.8,1,0.919355,1.39815,0.989799,210.459,8.56E-13,-12.06768151
1.444,1,5,0.8,1,0.859296,1.40592,0.956505,222.944,4.20E-14,-13.37651915
1.444,1,5,0.8,1,0.806604,1.41251,0.928951,230.542,2.37E-15,-14.62609724
1.444,1,5,0.8,1,0.76,1.41815,0.905749,234.816,1.52E-16,-15.81842793
1.444,1,5,0.8,1,0.718487,1.423,0.885932,236.787,1.11E-17,-16.95652769
1.444,1,5,0.8,1,0.681275,1.4272,0.868802,237.142,8.33E-19,-18.0794598
1.444,1,5,0.8,1,0.647727,1.43087,0.853844,236.351,1.05E-19,-18.97802142
1.444,1,5,0.8,1,0.617329,1.43409,0.840666,234.74,-3.23E-20,-19.49018479
1.444,1,5,0.8,1,0.589655,1.43693,0.828967,232.552,2.55E-20,-19.5939847
1.444,1,5,0.8,1,0.564356,1.43945,0.818509,229.95,-3.41E-20,-19.46733223
1.444,1,5,0.8,1,0.541139,1.44169,0.809105,227.06,-2.39E-20,-19.62142769
1.444,1,5,0.8,1,0.519757,1.4437,0.800602,223.971,-1.16E-20,-19.93456968
1.444,1,5,0.8,1,0.5,1.4455,0.792877,220.753,9.92E-21,-20.00356145
1.444,1,5,0.8,1.2,1.8,1.31558,2.14832,-148.128,0.000184679,-3.733582486
1.444,1,5,0.8,1.2,1.58333,1.34162,1.85078,2.78677,1.86E-06,-5.729810457
1.444,1,5,0.8,1.2,1.41322,1.36215,1.67178,87.6416,2.32E-08,-7.634240666
1.444,1,5,0.8,1.2,1.27612,1.37837,1.55162,136.912,3.62E-10,-9.441461821
1.444,1,5,0.8,1.2,1.16327,1.3913,1.46493,165.588,7.02E-12,-11.15396366
1.444,1,5,0.8,1.2,1.06875,1.40173,1.39917,182.191,1.68E-13,-12.7758452
1.444,1,5,0.8,1.2,0.988439,1.41024,1.34746,191.509,4.89E-15,-14.31112743
1.444,1,5,0.8,1.2,0.919355,1.41727,1.30565,196.31,1.72E-16,-15.76337962
1.444,1,5,0.8,1.2,0.859296,1.42314,1.27112,198.223,7.31E-18,-17.13608143
1.444,1,5,0.8,1.2,0.806604,1.42809,1.2421,198.257,3.81E-19,-18.41935667
1.444,1,5,0.8,1.2,0.76,1.43229,1.21735,197.048,2.76E-20,-19.55862855
1.444,1,5,0.8,1.2,0.718487,1.4359,1.19599,195.016,-1.96E-20,-19.70795226
1.444,1,5,0.8,1.2,0.681275,1.43902,1.17735,192.438,-4.00E-20,-19.39778695
1.444,1,5,0.8,1.2,0.647727,1.44173,1.16096,189.504,-4.56E-21,-20.34130191
1.444,1,5,0.8,1.2,0.617329,1.4441,1.14641,186.346,3.63E-21,-20.44061292
1.444,1,5,0.8,1.2,0.589655,1.44618,1.13343,183.058,-1.30E-20,-19.88646775
1.444,1,5,0.8,1.2,0.564356,1.44803,1.12175,179.701,1.08E-20,-19.96834517
1.444,1,5,0.8,1.2,0.541139,1.44966,1.1112,176.326,-5.94E-21,-20.2259022
1.444,1,5,0.8,1.2,0.519757,1.45113,1.10162,172.963,-1.27E-20,-19.89509314
1.444,1,5,0.8,1.2,0.5,1.45244,1.09287,169.636,2.35E-22,-21.62812897
1.444,1,5,0.8,1.4,1.8,1.34657,2.45792,15.0059,6.00E-07,-6.22155136
1.444,1,5,0.8,1.4,1.58333,1.36888,2.20714,96.4599,3.89E-09,-8.410205611
1.444,1,5,0.8,1.4,1.41322,1.38589,2.04412,134.447,3.41E-11,-10.46741632
1.444,1,5,0.8,1.4,1.27612,1.39904,1.92896,154.466,4.00E-13,-12.39819197
1.444,1,5,0.8,1.4,1.16327,1.40937,1.84293,164.708,6.18E-15,-14.20890332
1.444,1,5,0.8,1.4,1.06875,1.41763,1.77608,169.413,1.24E-16,-15.90534024
1.444,1,5,0.8,1.4,0.988439,1.42432,1.72255,170.86,3.22E-18,-17.49237887
1.444,1,5,0.8,1.4,0.919355,1.42981,1.67869,170.334,1.10E-19,-18.95989632
1.444,1,5,0.8,1.4,0.859296,1.43437,1.64207,168.596,1.58E-20,-19.80024482
1.444,1,5,0.8,1.4,0.806604,1.43821,1.61103,166.109,-2.84E-20,-19.54671377
1.444,1,5,0.8,1.4,0.76,1.44145,1.58438,163.169,1.20E-20,-19.92051485
1.444,1,5,0.8,1.4,0.718487,1.44423,1.56123,159.964,1.35E-21,-20.86848078
1.444,1,5,0.8,1.4,0.681275,1.44662,1.54095,156.617,-1.50E-20,-19.82381031
1.444,1,5,0.8,1.4,0.647727,1.4487,1.52302,153.216,-6.20E-21,-20.20794257
1.444,1,5,0.8,1.4,0.617329,1.45051,1.50706,149.812,1.72E-22,-21.76464328
1.444,1,5,0.8,1.4,0.589655,1.4521,1.49275,146.446,2.26E-20,-19.64498165
1.444,1,5,0.8,1.4,0.564356,1.45351,1.47985,143.141,-7.44E-21,-20.1283541
1.444,1,5,0.8,1.4,0.541139,1.45475,1.46816,139.912,7.87E-21,-20.10427808
1.444,1,5,0.8,1.4,0.519757,1.45587,1.45752,136.77,-6.96E-21,-20.15737391
1.444,1,5,0.8,1.4,0.5,1.45686,1.44778,133.723,4.96E-21,-20.30434499
1.444,1,5,0.8,1.6,1.8,1.36972,2.87168,79.2043,2.70E-09,-8.567961192
1.444,1,5,0.8,1.6,1.58333,1.38859,2.63819,123.865,1.25E-11,-10.90369495
1.444,1,5,0.8,1.6,1.41322,1.40271,2.47926,140.405,8.39E-14,-13.0761723
1.444,1,5,0.8,1.6,1.27612,1.4135,2.36358,147.75,8.04E-16,-15.09454953
1.444,1,5,0.8,1.6,1.16327,1.4219,2.27541,150.239,1.07E-17,-16.9698903
1.444,1,5,0.8,1.6,1.06875,1.42858,2.20588,150.049,1.46E-19,-18.8365017
1.444,1,5,0.8,1.6,0.988439,1.43396,2.14961,148.343,-4.36E-20,-19.3601491
1.444,1,5,0.8,1.6,0.919355,1.43836,2.10311,145.767,-4.66E-20,-19.3320346
1.444,1,5,0.8,1.6,0.859296,1.44201,2.06404,142.707,-3.47E-21,-20.45906769
1.444,1,5,0.8,1.6,0.806604,1.44506,2.03073,139.391,-1.75E-20,-19.75665681
1.444,1,5,0.8,1.6,0.76,1.44764,2.00201,135.966,-9.11E-21,-20.04063372
1.444,1,5,0.8,1.6,0.718487,1.44985,1.97697,132.515,-4.39E-21,-20.3572388
1.444,1,5,0.8,1.6,0.681275,1.45174,1.95495,129.102,-4.32E-21,-20.36433533
1.444,1,5,0.8,1.6,0.647727,1.45338,1.93543,125.758,1.78E-21,-20.74927512
1.444,1,5,0.8,1.6,0.617329,1.45481,1.91801,122.504,-7.72E-21,-20.11218754
1.444,1,5,0.8,1.6,0.589655,1.45607,1.90237,119.356,-3.90E-21,-20.4092852
1.444,1,5,0.8,1.6,0.564356,1.45717,1.88824,116.319,6.67E-22,-21.17609821
1.444,1,5,0.8,1.6,0.541139,1.45815,1.87541,113.394,2.63E-21,-20.58057465
1.444,1,5,0.8,1.6,0.519757,1.45903,1.86371,110.584,-1.93E-21,-20.71342678
1.444,1,5,0.8,1.6,0.5,1.45981,1.853,107.885,1.84E-22,-21.73538993
1.444,1,5,0.8,1.8,1.8,1.38714,3.35919,101.311,1.74E-11,-10.75838131
1.444,1,5,0.8,1.8,1.58333,1.40316,3.13069,126.888,6.19E-14,-13.20827357
1.444,1,5,0.8,1.8,1.41322,1.415,2.97065,133.239,3.44E-16,-15.46364613
1.444,1,5,0.8,1.8,1.27612,1.42397,2.85198,134.71,2.90E-18,-17.53822694
1.444,1,5,0.8,1.8,1.16327,1.43093,2.76035,133.69,5.08E-20,-19.29390467
1.444,1,5,0.8,1.8,1.06875,1.43643,2.68741,131.356,-4.91E-20,-19.30910783
1.444,1,5,0.8,1.8,0.988439,1.44085,2.62794,128.344,2.24E-20,-19.65037479
1.444,1,5,0.8,1.8,0.919355,1.44445,2.57853,124.997,3.19E-21,-20.4964381
1.444,1,5,0.8,1.8,0.859296,1.44743,2.5368,121.513,4.36E-21,-20.36077656
1.444,1,5,0.8,1.8,0.806604,1.44992,2.5011,118.009,3.38E-21,-20.47065307
1.444,1,5,0.8,1.8,0.76,1.45202,2.4702,114.558,2.01E-20,-19.69625116
1.444,1,5,0.8,1.8,0.718487,1.45381,2.4432,111.198,-5.25E-21,-20.27969678
1.444,1,5,0.8,1.8,0.681275,1.45535,2.41939,107.954,3.36E-21,-20.47422334
1.444,1,5,0.8,1.8,0.647727,1.45668,2.39824,104.833,-3.26E-21,-20.48639491
1.444,1,5,0.8,1.8,0.617329,1.45784,2.37933,101.844,1.42E-20,-19.84686835
1.444,1,5,0.8,1.8,0.589655,1.45885,2.36231,98.9852,2.47E-21,-20.60767772
1.444,1,5,0.8,1.8,0.564356,1.45974,2.34691,96.2566,1.22E-20,-19.91467017
1.444,1,5,0.8,1.8,0.541139,1.46053,2.33291,93.6506,-8.57E-22,-21.06721737
1.444,1,5,0.8,1.8,0.519757,1.46124,2.32013,91.1639,3.60E-21,-20.44360703
1.444,1,5,0.8,1.8,0.5,1.46187,2.30841,88.7918,-5.92E-22,-21.22774065
1.444,1,5,0.8,2,1.8,1.40054,3.91181,105.818,1.55E-13,-12.80843162
1.444,1,5,0.8,2,1.58333,1.41423,3.68233,121.015,4.56E-16,-15.34125998
1.444,1,5,0.8,2,1.41322,1.42426,3.51859,122.237,2.25E-18,-17.64760521
1.444,1,5,0.8,2,1.27612,1.43183,3.39566,120.834,-1.04E-20,-19.98310449
1.444,1,5,0.8,2,1.16327,1.43768,3.29993,118.164,-1.99E-20,-19.70094837
1.444,1,5,0.8,2,1.06875,1.44228,3.22323,114.899,2.30E-20,-19.63870668
1.444,1,5,0.8,2,0.988439,1.44597,3.16041,111.386,-6.99E-21,-20.15531908
1.444,1,5,0.8,2,0.919355,1.44897,3.10801,107.815,6.87E-21,-20.16285555
1.444,1,5,0.8,2,0.859296,1.45145,3.06364,104.291,-7.03E-21,-20.15329185
1.444,1,5,0.8,2,0.806604,1.45351,3.02558,100.868,3.83E-21,-20.41631844
1.444,1,5,0.8,2,0.76,1.45526,2.99258,97.5765,4.70E-21,-20.32832278
1.444,1,5,0.8,2,0.718487,1.45674,2.9637,94.4288,8.66E-21,-20.06257991
1.444,1,5,0.8,2,0.681275,1.45801,2.9382,91.432,2.46E-22,-21.60823241
1.444,1,5,0.8,2,0.647727,1.4591,2.91553,88.5819,-1.34E-21,-20.8715975
1.444,1,5,0.8,2,0.617329,1.46006,2.89524,85.878,-1.53E-21,-20.81622069
1.444,1,5,0.8,2,0.589655,1.4609,2.87698,83.3124,-8.16E-22,-21.08815074
1.444,1,5,0.8,2,0.564356,1.46163,2.86045,80.8799,8.22E-22,-21.08509437
1.444,1,5,0.8,2,0.541139,1.46228,2.84542,78.5697,-3.00E-22,-21.5225517
1.444,1,5,0.8,2,0.519757,1.46286,2.83169,76.3776,2.99E-21,-20.52412696
1.444,1,5,0.8,2,0.5,1.46338,2.8191,74.2941,-5.63E-23,-22.24939288
1.444,1,5,0.7,0.8,1.8,1.27882,4.42229,-667.351,61.27,1.78724788
1.444,1,5,0.7,0.8,1.58333,1.29642,2.4102,-728.993,8.27376,0.917702919
1.444,1,5,0.7,0.8,1.41322,1.31464,1.67653,-586.632,0.766277,-0.11561421
1.444,1,5,0.7,0.8,1.27612,1.33194,1.33156,-397.929,0.0611237,-1.213790364
1.444,1,5,0.7,0.8,1.16327,1.34753,1.13874,-230.017,0.00489187,-2.310525093
1.444,1,5,0.7,0.8,1.06875,1.36118,1.01788,-98.2054,0.000415609,-3.381315056
1.444,1,5,0.7,0.8,0.988439,1.373,0.935633,-0.0766357,3.84E-05,-4.415374822
1.444,1,5,0.7,0.8,0.919355,1.38318,0.876121,71.3026,3.93E-06,-5.405955688
1.444,1,5,0.7,0.8,0.859296,1.39194,0.831,122.755,4.47E-07,-6.349781871
1.444,1,5,0.7,0.8,0.806604,1.39951,0.795531,159.737,5.67E-08,-7.246419239
1.444,1,5,0.7,0.8,0.76,1.40608,0.766849,186.287,8.00E-09,-8.0970186
1.444,1,5,0.7,0.8,0.718487,1.41179,0.743126,205.304,1.25E-09,-8.903402792
1.444,1,5,0.7,0.8,0.681275,1.41679,0.723144,218.847,2.15E-10,-9.667595881
1.444,1,5,0.7,0.8,0.647727,1.42118,0.706059,228.374,4.06E-11,-10.39158951
1.444,1,5,0.7,0.8,0.617329,1.42506,0.691266,234.927,8.37E-12,-11.07728544
1.444,1,5,0.7,0.8,0.589655,1.4285,0.678323,239.257,1.88E-12,-11.7264964
1.444,1,5,0.7,0.8,0.564356,1.43156,0.666895,241.906,4.56E-13,-12.34096945
1.444,1,5,0.7,0.8,0.541139,1.43431,0.656724,243.279,1.20E-13,-12.92242136
1.444,1,5,0.7,0.8,0.519757,1.43676,0.647611,243.672,3.37E-14,-13.47254411
1.444,1,5,0.7,0.8,0.5,1.43898,0.639394,243.313,1.02E-14,-13.99300799
1.444,1,5,0.7,1,1.8,1.3114,2.75203,-493.77,0.932167,-0.030506276
1.444,1,5,0.7,1,1.58333,1.33312,2.04982,-306.305,0.0398205,-1.399893291
1.444,1,5,0.7,1,1.41322,1.35214,1.70791,-144.621,0.0017029,-2.768810855
1.444,1,5,0.7,1,1.27612,1.36818,1.51069,-28.3336,8.18E-05,-4.087224398
1.444,1,5,0.7,1,1.16327,1.3815,1.38324,50.4322,4.59E-06,-5.338477887
1.444,1,5,0.7,1,1.06875,1.39256,1.29402,102.719,3.03E-07,-6.517990149
1.444,1,5,0.7,1,0.988439,1.40176,1.22787,137.241,2.37E-08,-7.625772386
1.444,1,5,0.7,1,0.919355,1.40948,1.17669,159.991,2.17E-09,-8.663788505
1.444,1,5,0.7,1,0.859296,1.41598,1.1358,174.891,2.32E-10,-9.634890316
1.444,1,5,0.7,1,0.806604,1.42152,1.10231,184.489,2.87E-11,-10.54232395
1.444,1,5,0.7,1,0.76,1.42626,1.07434,190.455,4.08E-12,-11.38949101
1.444,1,5,0.7,1,0.718487,1.43034,1.0506,193.893,6.61E-13,-12.17983862
1.444,1,5,0.7,1,0.681275,1.43388,1.03018,195.545,1.21E-13,-12.91680565
1.444,1,5,0.7,1,0.647727,1.43698,1.01242,195.921,2.49E-14,-13.60379716
1.444,1,5,0.7,1,0.617329,1.43969,0.996826,195.383,5.70E-15,-14.24416019
1.444,1,5,0.7,1,0.589655,1.44209,0.983022,194.182,1.44E-15,-14.84117631
1.444,1,5,0.7,1,0.564356,1.44422,0.970711,192.5,4.00E-16,-15.39803665
1.444,1,5,0.7,1,0.541139,1.44611,0.959662,190.473,1.21E-16,-15.91784679
1.444,1,5,0.7,1,0.519757,1.4478,0.949689,188.197,3.95E-17,-16.40332705
1.444,1,5,0.7,1,0.5,1.44932,0.940641,185.748,1.39E-17,-16.85761679
1.444,1,5,0.7,1.2,1.8,1.34216,2.6839,-191.018,0.00759125,-2.119686706
1.444,1,5,0.7,1.2,1.58333,1.36298,2.25503,-50.4641,0.000183259,-3.736934688
1.444,1,5,0.7,1.2,1.41322,1.37972,2.01199,36.456,5.44E-06,-5.264512083
1.444,1,5,0.7,1.2,1.27612,1.3931,1.85565,89.5291,2.05E-07,-6.68824402
1.444,1,5,0.7,1.2,1.16327,1.40385,1.74617,121.654,9.82E-09,-8.007716067
1.444,1,5,0.7,1.2,1.06875,1.41256,1.66486,141.018,5.93E-10,-9.227052978
1.444,1,5,0.7,1.2,0.988439,1.4197,1.60186,152.53,4.45E-11,-10.35180593
1.444,1,5,0.7,1.2,0.919355,1.4256,1.55149,159.104,4.09E-12,-11.38790839
1.444,1,5,0.7,1.2,0.859296,1.43053,1.51022,162.503,4.56E-13,-12.34133527
1.444,1,5,0.7,1.2,0.806604,1.4347,1.47576,163.82,6.05E-14,-13.2180078
1.444,1,5,0.7,1.2,0.76,1.43824,1.44652,163.75,9.47E-15,-14.02375735
1.444,1,5,0.7,1.2,0.718487,1.44128,1.4214,162.747,1.72E-15,-14.76430746
1.444,1,5,0.7,1.2,0.681275,1.44391,1.39956,161.109,3.59E-16,-15.44525773
1.444,1,5,0.7,1.2,0.647727,1.4462,1.3804,159.045,8.48E-17,-16.07182647
1.444,1,5,0.7,1.2,0.617329,1.44819,1.36345,156.697,2.24E-17,-16.64970158
1.444,1,5,0.7,1.2,0.589655,1.44995,1.34835,154.166,6.58E-18,-17.18198999
1.444,1,5,0.7,1.2,0.564356,1.45151,1.33481,151.524,2.09E-18,-17.67946738
1.444,1,5,0.7,1.2,0.541139,1.45289,1.32259,148.822,7.20E-19,-18.14238169
1.444,1,5,0.7,1.2,0.519757,1.45413,1.31151,146.098,2.68E-19,-18.57216186
1.444,1,5,0.7,1.2,0.5,1.45523,1.30142,143.379,1.14E-19,-18.94226165
1.444,1,5,0.7,1.4,1.8,1.36691,2.98169,-28.7922,7.17E-05,-4.144744408
1.444,1,5,0.7,1.4,1.58333,1.38519,2.64596,53.2413,1.29E-06,-5.890431577
1.444,1,5,0.7,1.4,1.41322,1.39929,2.43711,95.1698,3.21E-08,-7.493869894
1.444,1,5,0.7,1.4,1.27612,1.41026,2.29377,118.322,1.10E-09,-8.958200848
1.444,1,5,0.7,1.4,1.16327,1.41892,2.18876,130.935,5.11E-11,-10.29139726
1.444,1,5,0.7,1.4,1.06875,1.42586,2.10821,137.478,3.14E-12,-11.50264871
1.444,1,5,0.7,1.4,0.988439,1.43149,2.04434,140.413,2.50E-13,-12.60137088
1.444,1,5,0.7,1.4,0.919355,1.43612,1.99238,141.149,2.53E-14,-13.5969224
1.444,1,5,0.7,1.4,0.859296,1.43997,1.94925,140.511,3.17E-15,-14.49852308
1.444,1,5,0.7,1.4,0.806604,1.4432,1.91285,139.009,4.84E-16,-15.31519681
1.444,1,5,0.7,1.4,0.76,1.44594,1.88172,136.961,8.80E-17,-16.05576267
1.444,1,5,0.7,1.4,0.718487,1.44829,1.85477,134.575,1.87E-17,-16.72821414
1.444,1,5,0.7,1.4,0.681275,1.45031,1.83122,131.989,4.57E-18,-17.34030243
1.444,1,5,0.7,1.4,0.647727,1.45206,1.81046,129.294,1.26E-18,-17.90104148
1.444,1,5,0.7,1.4,0.617329,1.45359,1.79202,126.554,3.70E-19,-18.43151314
1.444,1,5,0.7,1.4,0.589655,1.45494,1.77553,123.809,1.37E-19,-18.86306392
1.444,1,5,0.7,1.4,0.564356,1.45612,1.7607,121.091,3.94E-20,-19.40413688
1.444,1,5,0.7,1.4,0.541139,1.45718,1.74728,118.418,1.44E-20,-19.84243747
1.444,1,5,0.7,1.4,0.519757,1.45812,1.73509,115.804,4.77E-21,-20.32172387
1.444,1,5,0.7,1.4,0.5,1.45896,1.72396,113.257,7.09E-21,-20.14919208
1.444,1,5,0.7,1.6,1.8,1.38591,3.44263,43.2192,9.40E-07,-6.02697565
1.444,1,5,0.7,1.6,1.58333,1.40157,3.14445,89.6542,1.44E-08,-7.840357624
1.444,1,5,0.7,1.6,1.41322,1.41336,2.94767,109.241,3.36E-10,-9.473817148
1.444,1,5,0.7,1.6,1.27612,1.4224,2.80723,118.795,1.15E-11,-10.93981606
1.444,1,5,0.7,1.6,1.16327,1.42947,2.70156,122.966,5.59E-13,-12.25222009
1.444,1,5,0.7,1.6,1.06875,1.43509,2.61899,124.137,3.76E-14,-13.42502011
1.444,1,5,0.7,1.6,0.988439,1.43963,2.55261,123.578,3.37E-15,-14.47203774
1.444,1,5,0.7,1.6,0.919355,1.44335,2.49805,122.008,3.92E-16,-15.40679703
1.444,1,5,0.7,1.6,0.859296,1.44642,2.4524,119.843,5.72E-17,-16.24251894
1.444,1,5,0.7,1.6,0.806604,1.449,2.41362,117.34,1.02E-17,-16.99132319
1.444,1,5,0.7,1.6,0.76,1.45118,2.38026,114.659,2.16E-18,-17.6648712
1.444,1,5,0.7,1.6,0.718487,1.45304,2.35127,111.897,5.24E-19,-18.28108331
1.444,1,5,0.7,1.6,0.681275,1.45464,2.32583,109.12,1.47E-19,-18.83164691
1.444,1,5,0.7,1.6,0.647727,1.45602,2.30333,106.371,4.35E-20,-19.36162457
1.444,1,5,0.7,1.6,0.617329,1.45723,2.28328,103.677,1.32E-20,-19.87780707
1.444,1,5,0.7,1.6,0.589655,1.45829,2.26531,101.054,5.28E-21,-20.27758986
1.444,1,5,0.7,1.6,0.564356,1.45922,2.24909,98.511,1.65E-21,-20.78217402
1.444,1,5,0.7,1.6,0.541139,1.46005,2.2344,96.0555,3.48E-21,-20.45853808
1.444,1,5,0.7,1.6,0.519757,1.46079,2.22102,93.6874,3.73E-21,-20.42856953
1.444,1,5,0.7,1.6,0.5,1.46144,2.20878,91.4083,1.94E-21,-20.71201027
1.444,1,5,0.7,1.8,1.8,1.40033,4.00347,71.9984,1.81E-08,-7.74278476
1.444,1,5,0.7,1.8,1.58333,1.41371,3.72019,98.9131,2.59E-10,-9.586396839
1.444,1,5,0.7,1.8,1.41322,1.42364,3.52603,107.494,6.04E-12,-11.21864106
1.444,1,5,0.7,1.8,1.27612,1.43119,3.384,110.622,2.19E-13,-12.65913766
1.444,1,5,0.7,1.8,1.16327,1.43706,3.27532,110.916,1.18E-14,-13.92767656
1.444,1,5,0.7,1.8,1.06875,1.4417,3.18938,109.69,9.04E-16,-15.04377681
1.444,1,5,0.7,1.8,0.988439,1.44543,3.11967,107.634,9.41E-17,-16.02644222
1.444,1,5,0.7,1.8,0.919355,1.44847,3.06196,105.136,1.28E-17,-16.8937751
1.444,1,5,0.7,1.8,0.859296,1.45099,3.0134,102.421,2.16E-18,-17.66516641
1.444,1,5,0.7,1.8,0.806604,1.45309,2.97195,99.6179,4.46E-19,-18.35089209
1.444,1,5,0.7,1.8,0.76,1.45486,2.93616,96.8115,1.08E-19,-18.96497472
1.444,1,5,0.7,1.8,0.718487,1.45637,2.90495,94.0447,2.60E-20,-19.58427731
1.444,1,5,0.7,1.8,0.681275,1.45767,2.87747,91.3518,-8.48E-22,-21.07138501
1.444,1,5,0.7,1.8,0.647727,1.45879,2.85311,88.7484,-4.42E-22,-21.35441662
1.444,1,5,0.7,1.8,0.617329,1.45977,2.83135,86.2411,4.24E-21,-20.37265873
1.444,1,5,0.7,1.8,0.589655,1.46063,2.8118,83.8369,2.27E-22,-21.64450059
1.444,1,5,0.7,1.8,0.564356,1.46138,2.79414,81.5361,1.89E-21,-20.72245038
1.444,1,5,0.7,1.8,0.541139,1.46205,2.7781,79.3329,6.23E-22,-21.20573857
1.444,1,5,0.7,1.8,0.519757,1.46264,2.76347,77.2286,-3.03E-21,-20.518394
1.444,1,5,0.7,1.8,0.5,1.46318,2.75007,75.2179,7.84E-22,-21.10584738
1.444,1,5,0.7,2,1.8,1.41153,4.65088,81.3708,5.00E-10,-9.300987437
1.444,1,5,0.7,2,1.58333,1.423,4.3716,97.4526,7.19E-12,-11.14347592
1.444,1,5,0.7,2,1.41322,1.43144,4.17539,100.405,1.79E-13,-12.74719064
1.444,1,5,0.7,2,1.27612,1.43782,4.02955,100.339,7.26E-15,-14.13928776
1.444,1,5,0.7,2,1.16327,1.44275,3.91674,98.7691,4.50E-16,-15.34650288
1.444,1,5,0.7,2,1.06875,1.44663,3.8268,96.4467,4.03E-17,-16.39470896
1.444,1,5,0.7,2,0.988439,1.44975,3.75341,93.7613,4.91E-18,-17.30908483
1.444,1,5,0.7,2,0.919355,1.45228,3.69238,90.9327,7.67E-19,-18.11497424
1.444,1,5,0.7,2,0.859296,1.45438,3.64081,88.0776,1.54E-19,-18.81127114
1.444,1,5,0.7,2,0.806604,1.45612,3.59666,85.2655,2.89E-20,-19.53953817
1.444,1,5,0.7,2,0.76,1.45759,3.55844,82.5361,4.73E-21,-20.32497087
1.444,1,5,0.7,2,0.718487,1.45884,3.52503,79.909,1.88E-21,-20.72654961
1.444,1,5,0.7,2,0.681275,1.45991,3.49557,77.3965,-1.14E-21,-20.94492762
1.444,1,5,0.7,2,0.647727,1.46084,3.4694,74.9987,1.23E-22,-21.91047992
1.444,1,5,0.7,2,0.617329,1.46165,3.44599,72.7173,-1.25E-22,-21.90335759
1.444,1,5,0.7,2,0.589655,1.46235,3.42493,70.5467,-1.62E-21,-20.78939793
1.444,1,5,0.7,2,0.564356,1.46297,3.40588,68.4872,-1.47E-21,-20.83410605
1.444,1,5,0.7,2,0.541139,1.46352,3.38857,66.5287,1.37E-21,-20.86333967
1.444,1,5,0.7,2,0.519757,1.46401,3.37276,64.6671,-2.90E-22,-21.53716194
1.444,1,5,0.7,2,0.5,1.46445,3.35827,62.8979,-1.67E-21,-20.77779354
1.444,1,4,0.6,0.8,1.58333,1.33418,5.0249,-457.994,155.015,2.190373725
